Configuration,SIZE,Posit_FFT,Float_FFT,Posit_IFFT,Float_IFFT,Posit_SIN,Float_SIN,Posit_COS,Float_COS,Type,Label
TERMS_3_N_32_ES_0_SIZE_256_NAPP,256,151.695,131.048,161.236,131.174,169.663,140.192,169.441,139.995,NAPP,"T:3 (32,0)"
TERMS_3_N_32_ES_0_SIZE_512_APP,512,146.446,28.6741,157.056,27.5319,,,,,APP,"T:3 (32,0)"
TERMS_3_N_32_ES_0_SIZE_512_NAPP,512,146.531,28.6473,157.589,26.7726,,,,,NAPP,"T:3 (32,0)"
TERMS_3_N_32_ES_0_SIZE_64_APP,64,151.192,136.772,162.574,137.967,169.097,139.966,169.045,138.691,APP,"T:3 (32,0)"
TERMS_3_N_32_ES_0_SIZE_64_NAPP,64,151.496,135.503,162.341,135.787,169.052,139.689,169.751,139.265,NAPP,"T:3 (32,0)"
TERMS_3_N_32_ES_1_SIZE_1024_APP,1024,141.119,17.9861,146.563,34.2723,,,,,APP,"T:3 (32,1)"
TERMS_3_N_32_ES_1_SIZE_1024_NAPP,1024,140.305,18.1382,145.9,33.9203,,,,,NAPP,"T:3 (32,1)"
TERMS_3_N_32_ES_1_SIZE_128_APP,128,146.387,135.904,155.09,135.915,163.433,140.067,163.158,138.767,APP,"T:3 (32,1)"
TERMS_3_N_32_ES_1_SIZE_128_NAPP,128,146.918,132.466,155.023,134.889,163.602,140.083,163.795,139.522,NAPP,"T:3 (32,1)"
TERMS_3_N_32_ES_1_SIZE_2048_APP,2048,51.6273,16.3617,56.7281,24.3235,,,,,APP,"T:3 (32,1)"
TERMS_3_N_32_ES_1_SIZE_2048_NAPP,2048,52.3333,16.4662,56.4874,24.2559,,,,,NAPP,"T:3 (32,1)"
TERMS_3_N_32_ES_1_SIZE_256_APP,256,144.606,136.205,155.534,131.672,163.606,140.106,162.916,139.282,APP,"T:3 (32,1)"
TERMS_3_N_32_ES_1_SIZE_256_NAPP,256,145.593,131.048,154.483,131.174,163.673,140.192,163.503,139.995,NAPP,"T:3 (32,1)"
TERMS_3_N_32_ES_1_SIZE_512_APP,512,139.914,28.6741,151.186,27.5319,,,,,APP,"T:3 (32,1)"
TERMS_3_N_32_ES_1_SIZE_512_NAPP,512,140.537,28.6473,151.524,26.7726,,,,,NAPP,"T:3 (32,1)"
TERMS_3_N_32_ES_1_SIZE_64_APP,64,144.907,136.772,156.837,137.967,163.154,139.966,163.202,138.691,APP,"T:3 (32,1)"
TERMS_3_N_32_ES_1_SIZE_64_NAPP,64,145.198,135.503,157.15,135.787,163.442,139.689,163.831,139.265,NAPP,"T:3 (32,1)"
TERMS_3_N_32_ES_2_SIZE_1024_APP,1024,134.121,17.9861,140.462,34.2723,,,,,APP,"T:3 (32,2)"
TERMS_3_N_32_ES_2_SIZE_1024_NAPP,1024,134.063,18.1382,139.902,33.9203,,,,,NAPP,"T:3 (32,2)"
TERMS_3_N_32_ES_2_SIZE_128_APP,128,140.497,135.904,149.442,135.915,157.497,140.067,156.974,138.767,APP,"T:3 (32,2)"
TERMS_3_N_32_ES_2_SIZE_128_NAPP,128,140.808,132.466,148.67,134.889,157.339,140.083,157.651,139.522,NAPP,"T:3 (32,2)"
TERMS_3_N_32_ES_2_SIZE_2048_APP,2048,26.2746,16.3617,43.5589,24.3235,,,,,APP,"T:3 (32,2)"
TERMS_3_N_32_ES_2_SIZE_2048_NAPP,2048,26.3808,16.4662,43.6743,24.2559,,,,,NAPP,"T:3 (32,2)"
TERMS_3_N_32_ES_2_SIZE_256_APP,256,139.752,136.205,149.715,131.672,157.288,140.106,156.882,139.282,APP,"T:3 (32,2)"
TERMS_3_N_32_ES_2_SIZE_256_NAPP,256,139.258,131.048,149.327,131.174,157.35,140.192,157.42,139.995,NAPP,"T:3 (32,2)"
TERMS_3_N_32_ES_2_SIZE_512_APP,512,134.102,28.6741,145.344,27.5319,,,,,APP,"T:3 (32,2)"
TERMS_3_N_32_ES_2_SIZE_512_NAPP,512,134.313,28.6473,145.35,26.7726,,,,,NAPP,"T:3 (32,2)"
TERMS_3_N_32_ES_2_SIZE_64_APP,64,138.527,136.772,151.333,137.967,157.326,139.966,157.046,138.691,APP,"T:3 (32,2)"
TERMS_3_N_32_ES_2_SIZE_64_NAPP,64,138.721,135.503,152.057,135.787,157.075,139.689,157.579,139.265,NAPP,"T:3 (32,2)"
TERMS_4_N_24_ES_0_SIZE_1024_APP,1024,8.98903,17.9398,14.1437,34.2422,,,,,APP,"T:4 (24,0)"
TERMS_4_N_24_ES_0_SIZE_1024_NAPP,1024,9.02862,18.1053,14.0733,33.9584,,,,,NAPP,"T:4 (24,0)"
TERMS_4_N_24_ES_0_SIZE_128_APP,128,105.592,136.021,113.075,134.878,120.412,139.659,119.264,138.555,APP,"T:4 (24,0)"
TERMS_4_N_24_ES_0_SIZE_128_NAPP,128,104.13,135.699,76.0742,134.768,70.0028,140.007,119.619,138.786,NAPP,"T:4 (24,0)"
TERMS_4_N_24_ES_0_SIZE_2048_APP,2048,1.5729,16.3211,4.45504,24.3043,,,,,APP,"T:4 (24,0)"
TERMS_4_N_24_ES_0_SIZE_2048_NAPP,2048,1.57229,16.4565,4.43478,24.2498,,,,,NAPP,"T:4 (24,0)"
TERMS_4_N_24_ES_0_SIZE_256_APP,256,20.7617,131.566,41.0639,130.562,120.844,139.645,119.737,139.056,APP,"T:4 (24,0)"
TERMS_4_N_24_ES_0_SIZE_256_NAPP,256,20.8217,132.605,40.8349,131.701,70.2054,140.14,120.243,139.402,NAPP,"T:4 (24,0)"
TERMS_4_N_24_ES_0_SIZE_512_APP,512,18.0569,28.6716,21.6563,27.5386,,,,,APP,"T:4 (24,0)"
TERMS_4_N_24_ES_0_SIZE_512_NAPP,512,18.0906,28.6733,21.1672,26.7911,,,,,NAPP,"T:4 (24,0)"
TERMS_4_N_24_ES_0_SIZE_64_APP,64,107.659,134.796,114.301,136.568,119.778,139.41,120.57,138.584,APP,"T:4 (24,0)"
TERMS_4_N_24_ES_0_SIZE_64_NAPP,64,108.091,131.897,72.4026,136.328,69.2847,139.511,120.688,138.593,NAPP,"T:4 (24,0)"
TERMS_4_N_24_ES_1_SIZE_1024_APP,1024,4.46813,17.9398,8.39464,34.2422,,,,,APP,"T:4 (24,1)"
TERMS_4_N_24_ES_1_SIZE_1024_NAPP,1024,4.47249,18.1053,8.34344,33.9584,,,,,NAPP,"T:4 (24,1)"
TERMS_4_N_24_ES_1_SIZE_128_APP,128,50.0563,136.021,54.4808,134.878,114.367,139.659,113.52,138.555,APP,"T:4 (24,1)"
TERMS_4_N_24_ES_1_SIZE_128_NAPP,128,53.3826,135.699,55.3414,134.768,74.0381,140.007,114.057,138.786,NAPP,"T:4 (24,1)"
TERMS_4_N_24_ES_1_SIZE_2048_APP,2048,-0.943267,16.3211,2.77564,24.3043,,,,,APP,"T:4 (24,1)"
TERMS_4_N_24_ES_1_SIZE_2048_NAPP,2048,-0.944664,16.4565,2.76514,24.2498,,,,,NAPP,"T:4 (24,1)"
TERMS_4_N_24_ES_1_SIZE_256_APP,256,16.7976,131.566,33.7448,130.562,114.423,139.645,114.993,139.056,APP,"T:4 (24,1)"
TERMS_4_N_24_ES_1_SIZE_256_NAPP,256,16.8585,132.605,33.4828,131.701,74.2435,140.14,115.387,139.402,NAPP,"T:4 (24,1)"
TERMS_4_N_24_ES_1_SIZE_512_APP,512,15.9897,28.6716,18.4459,27.5386,,,,,APP,"T:4 (24,1)"
TERMS_4_N_24_ES_1_SIZE_512_NAPP,512,16.0859,28.6733,18.1807,26.7911,,,,,NAPP,"T:4 (24,1)"
TERMS_4_N_24_ES_1_SIZE_64_APP,64,101.305,134.796,108.805,136.568,112.52,139.41,112.131,138.584,APP,"T:4 (24,1)"
TERMS_4_N_24_ES_1_SIZE_64_NAPP,64,101.754,131.897,76.4233,136.328,73.3109,139.511,112.603,138.593,NAPP,"T:4 (24,1)"
TERMS_4_N_24_ES_2_SIZE_1024_APP,1024,0.782863,17.9398,4.0215,34.2422,,,,,APP,"T:4 (24,2)"
TERMS_4_N_24_ES_2_SIZE_1024_NAPP,1024,0.781569,18.1053,3.94689,33.9584,,,,,NAPP,"T:4 (24,2)"
TERMS_4_N_24_ES_2_SIZE_128_APP,128,22.3764,136.021,26.617,134.878,110.553,139.659,109.164,138.555,APP,"T:4 (24,2)"
TERMS_4_N_24_ES_2_SIZE_128_NAPP,128,22.457,135.699,26.3523,134.768,110.664,140.007,109.716,138.786,NAPP,"T:4 (24,2)"
TERMS_4_N_24_ES_2_SIZE_2048_APP,2048,-1.63298,16.3211,2.87766,24.3043,,,,,APP,"T:4 (24,2)"
TERMS_4_N_24_ES_2_SIZE_2048_NAPP,2048,-1.62643,16.4565,2.88776,24.2498,,,,,NAPP,"T:4 (24,2)"
TERMS_4_N_24_ES_2_SIZE_256_APP,256,14.8262,131.566,28.1861,130.562,109.334,139.645,109.342,139.056,APP,"T:4 (24,2)"
TERMS_4_N_24_ES_2_SIZE_256_NAPP,256,14.8696,132.605,28.0489,131.701,109.097,140.14,109.928,139.402,NAPP,"T:4 (24,2)"
TERMS_4_N_24_ES_2_SIZE_512_APP,512,13.556,28.6716,13.468,27.5386,,,,,APP,"T:4 (24,2)"
TERMS_4_N_24_ES_2_SIZE_512_NAPP,512,13.5781,28.6733,13.3617,26.7911,,,,,NAPP,"T:4 (24,2)"
TERMS_4_N_24_ES_2_SIZE_64_APP,64,96.2903,134.796,103.011,136.568,111.138,139.41,110.268,138.584,APP,"T:4 (24,2)"
TERMS_4_N_24_ES_2_SIZE_64_NAPP,64,95.9281,131.897,103.822,136.328,111.566,139.511,110.499,138.593,NAPP,"T:4 (24,2)"
TERMS_4_N_28_ES_0_SIZE_1024_APP,1024,21.9191,17.9398,41.0343,34.2422,,,,,APP,"T:4 (28,0)"
TERMS_4_N_28_ES_0_SIZE_1024_NAPP,1024,21.9817,18.1053,40.7254,33.9584,,,,,NAPP,"T:4 (28,0)"
TERMS_4_N_28_ES_0_SIZE_128_APP,128,128.772,136.021,137.098,134.878,144.68,139.659,144.638,138.555,APP,"T:4 (28,0)"
TERMS_4_N_28_ES_0_SIZE_128_NAPP,128,128.596,135.699,76.0764,134.768,69.9971,140.007,145.226,138.786,NAPP,"T:4 (28,0)"
TERMS_4_N_28_ES_0_SIZE_2048_APP,2048,17.8859,16.3211,27.8375,24.3043,,,,,APP,"T:4 (28,0)"
TERMS_4_N_28_ES_0_SIZE_2048_NAPP,2048,17.994,16.4565,27.7505,24.2498,,,,,NAPP,"T:4 (28,0)"
TERMS_4_N_28_ES_0_SIZE_256_APP,256,127.56,131.566,137.311,130.562,144.588,139.645,144.668,139.056,APP,"T:4 (28,0)"
TERMS_4_N_28_ES_0_SIZE_256_NAPP,256,126.647,132.605,74.3366,131.701,70.2003,140.14,145.297,139.402,NAPP,"T:4 (28,0)"
TERMS_4_N_28_ES_0_SIZE_512_APP,512,122.234,28.6716,133.258,27.5386,,,,,APP,"T:4 (28,0)"
TERMS_4_N_28_ES_0_SIZE_512_NAPP,512,121.39,28.6733,73.1275,26.7911,,,,,NAPP,"T:4 (28,0)"
TERMS_4_N_28_ES_0_SIZE_64_APP,64,129.987,134.796,139.649,136.568,144.229,139.41,144.891,138.584,APP,"T:4 (28,0)"
TERMS_4_N_28_ES_0_SIZE_64_NAPP,64,129.946,131.897,72.4062,136.328,69.2794,139.511,145.288,138.593,NAPP,"T:4 (28,0)"
TERMS_4_N_28_ES_1_SIZE_1024_APP,1024,18.3471,17.9398,33.3091,34.2422,,,,,APP,"T:4 (28,1)"
TERMS_4_N_28_ES_1_SIZE_1024_NAPP,1024,18.3979,18.1053,33.1822,33.9584,,,,,NAPP,"T:4 (28,1)"
TERMS_4_N_28_ES_1_SIZE_128_APP,128,122.62,136.021,131.033,134.878,139.228,139.659,139.377,138.555,APP,"T:4 (28,1)"
TERMS_4_N_28_ES_1_SIZE_128_NAPP,128,122.745,135.699,80.102,134.768,74.0253,140.007,139.708,138.786,NAPP,"T:4 (28,1)"
TERMS_4_N_28_ES_1_SIZE_2048_APP,2048,14.6942,16.3211,21.331,24.3043,,,,,APP,"T:4 (28,1)"
TERMS_4_N_28_ES_1_SIZE_2048_NAPP,2048,14.8276,16.4565,21.2466,24.2498,,,,,NAPP,"T:4 (28,1)"
TERMS_4_N_28_ES_1_SIZE_256_APP,256,121.48,131.566,131.058,130.562,139.046,139.645,139.127,139.056,APP,"T:4 (28,1)"
TERMS_4_N_28_ES_1_SIZE_256_NAPP,256,120.513,132.605,78.361,131.701,74.2285,140.14,139.648,139.402,NAPP,"T:4 (28,1)"
TERMS_4_N_28_ES_1_SIZE_512_APP,512,50.8532,28.6716,54.7526,27.5386,,,,,APP,"T:4 (28,1)"
TERMS_4_N_28_ES_1_SIZE_512_NAPP,512,51.468,28.6733,55.0936,26.7911,,,,,NAPP,"T:4 (28,1)"
TERMS_4_N_28_ES_1_SIZE_64_APP,64,124.517,134.796,133.432,136.568,138.415,139.41,139.123,138.584,APP,"T:4 (28,1)"
TERMS_4_N_28_ES_1_SIZE_64_NAPP,64,124.999,131.897,76.4331,136.328,73.3077,139.511,139.365,138.593,NAPP,"T:4 (28,1)"
TERMS_4_N_28_ES_2_SIZE_1024_APP,1024,16.2874,17.9398,26.8361,34.2422,,,,,APP,"T:4 (28,2)"
TERMS_4_N_28_ES_2_SIZE_1024_NAPP,1024,16.3715,18.1053,26.6849,33.9584,,,,,NAPP,"T:4 (28,2)"
TERMS_4_N_28_ES_2_SIZE_128_APP,128,116.834,136.021,124.769,134.878,132.986,139.659,132.388,138.555,APP,"T:4 (28,2)"
TERMS_4_N_28_ES_2_SIZE_128_NAPP,128,116.243,135.699,125.057,134.768,132.769,140.007,132.818,138.786,NAPP,"T:4 (28,2)"
TERMS_4_N_28_ES_2_SIZE_2048_APP,2048,10.3605,16.3211,15.035,24.3043,,,,,APP,"T:4 (28,2)"
TERMS_4_N_28_ES_2_SIZE_2048_NAPP,2048,10.4431,16.4565,14.959,24.2498,,,,,NAPP,"T:4 (28,2)"
TERMS_4_N_28_ES_2_SIZE_256_APP,256,115.327,131.566,125.1,130.562,132.933,139.645,132.311,139.056,APP,"T:4 (28,2)"
TERMS_4_N_28_ES_2_SIZE_256_NAPP,256,114.848,132.605,126.391,131.701,132.657,140.14,132.783,139.402,NAPP,"T:4 (28,2)"
TERMS_4_N_28_ES_2_SIZE_512_APP,512,28.8526,28.6716,27.5896,27.5386,,,,,APP,"T:4 (28,2)"
TERMS_4_N_28_ES_2_SIZE_512_NAPP,512,28.7741,28.6733,26.9432,26.7911,,,,,NAPP,"T:4 (28,2)"
TERMS_4_N_28_ES_2_SIZE_64_APP,64,117.965,134.796,127.311,136.568,132.599,139.41,132.463,138.584,APP,"T:4 (28,2)"
TERMS_4_N_28_ES_2_SIZE_64_NAPP,64,117.482,131.897,128.31,136.328,132.256,139.511,132.705,138.593,NAPP,"T:4 (28,2)"
TERMS_4_N_32_ES_0_SIZE_1024_APP,1024,146.553,17.9398,152.49,34.2422,,,,,APP,"T:4 (32,0)"
TERMS_4_N_32_ES_0_SIZE_1024_NAPP,1024,146.471,18.1053,71.7973,33.9584,,,,,NAPP,"T:4 (32,0)"
TERMS_4_N_32_ES_0_SIZE_128_APP,128,152.82,136.021,161.343,134.878,168.954,139.659,169.106,138.555,APP,"T:4 (32,0)"
TERMS_4_N_32_ES_0_SIZE_128_NAPP,128,153.066,135.699,76.0777,134.768,69.9968,140.007,169.688,138.786,NAPP,"T:4 (32,0)"
TERMS_4_N_32_ES_0_SIZE_2048_APP,2048,138.518,16.3211,152.023,24.3043,,,,,APP,"T:4 (32,0)"
TERMS_4_N_32_ES_0_SIZE_2048_NAPP,2048,138.78,16.4565,72.6103,24.2498,,,,,NAPP,"T:4 (32,0)"
TERMS_4_N_32_ES_0_SIZE_256_APP,256,151.052,131.566,161.617,130.562,169.229,139.645,168.432,139.056,APP,"T:4 (32,0)"
TERMS_4_N_32_ES_0_SIZE_256_NAPP,256,151.726,132.605,74.3378,131.701,70.2,140.14,168.937,139.402,NAPP,"T:4 (32,0)"
TERMS_4_N_32_ES_0_SIZE_512_APP,512,146.105,28.6716,157.248,27.5386,,,,,APP,"T:4 (32,0)"
TERMS_4_N_32_ES_0_SIZE_512_NAPP,512,146.169,28.6733,73.1284,26.7911,,,,,NAPP,"T:4 (32,0)"
TERMS_4_N_32_ES_0_SIZE_64_APP,64,151.45,134.796,163.12,136.568,168.826,139.41,168.816,138.584,APP,"T:4 (32,0)"
TERMS_4_N_32_ES_0_SIZE_64_NAPP,64,151.347,131.897,72.4066,136.328,69.279,139.511,169.211,138.593,NAPP,"T:4 (32,0)"
TERMS_4_N_32_ES_1_SIZE_1024_APP,1024,139.846,17.9398,146.782,34.2422,,,,,APP,"T:4 (32,1)"
TERMS_4_N_32_ES_1_SIZE_1024_NAPP,1024,140.283,18.1053,75.8244,33.9584,,,,,NAPP,"T:4 (32,1)"
TERMS_4_N_32_ES_1_SIZE_128_APP,128,146.699,136.021,155.254,134.878,163.016,139.659,162.696,138.555,APP,"T:4 (32,1)"
TERMS_4_N_32_ES_1_SIZE_128_NAPP,128,146.795,135.699,80.1048,134.768,74.0241,140.007,163.176,138.786,NAPP,"T:4 (32,1)"
TERMS_4_N_32_ES_1_SIZE_2048_APP,2048,50.8641,16.3211,56.5049,24.3043,,,,,APP,"T:4 (32,1)"
TERMS_4_N_32_ES_1_SIZE_2048_NAPP,2048,52.7191,16.4565,56.7401,24.2498,,,,,NAPP,"T:4 (32,1)"
TERMS_4_N_32_ES_1_SIZE_256_APP,256,144.956,131.566,155.426,130.562,163.151,139.645,162.459,139.056,APP,"T:4 (32,1)"
TERMS_4_N_32_ES_1_SIZE_256_NAPP,256,144.721,132.605,78.365,131.701,74.2274,140.14,162.94,139.402,NAPP,"T:4 (32,1)"
TERMS_4_N_32_ES_1_SIZE_512_APP,512,139.647,28.6716,151.555,27.5386,,,,,APP,"T:4 (32,1)"
TERMS_4_N_32_ES_1_SIZE_512_NAPP,512,140.225,28.6733,77.1557,26.7911,,,,,NAPP,"T:4 (32,1)"
TERMS_4_N_32_ES_1_SIZE_64_APP,64,145.115,134.796,157.083,136.568,162.541,139.41,162.816,138.584,APP,"T:4 (32,1)"
TERMS_4_N_32_ES_1_SIZE_64_NAPP,64,145.156,131.897,76.4339,136.328,73.3064,139.511,163.275,138.593,NAPP,"T:4 (32,1)"
TERMS_4_N_32_ES_2_SIZE_1024_APP,1024,133.654,17.9398,140.937,34.2422,,,,,APP,"T:4 (32,2)"
TERMS_4_N_32_ES_2_SIZE_1024_NAPP,1024,133.876,18.1053,140.111,33.9584,,,,,NAPP,"T:4 (32,2)"
TERMS_4_N_32_ES_2_SIZE_128_APP,128,140.602,136.021,148.84,134.878,157.121,139.659,156.575,138.555,APP,"T:4 (32,2)"
TERMS_4_N_32_ES_2_SIZE_128_NAPP,128,141.044,135.699,147.927,134.768,157.045,140.007,157.087,138.786,NAPP,"T:4 (32,2)"
TERMS_4_N_32_ES_2_SIZE_2048_APP,2048,26.2396,16.3211,43.3972,24.3043,,,,,APP,"T:4 (32,2)"
TERMS_4_N_32_ES_2_SIZE_2048_NAPP,2048,26.367,16.4565,43.6939,24.2498,,,,,NAPP,"T:4 (32,2)"
TERMS_4_N_32_ES_2_SIZE_256_APP,256,139.17,131.566,149.538,130.562,156.869,139.645,156.481,139.056,APP,"T:4 (32,2)"
TERMS_4_N_32_ES_2_SIZE_256_NAPP,256,138.869,132.605,149.155,131.701,156.992,140.14,156.818,139.402,NAPP,"T:4 (32,2)"
TERMS_4_N_32_ES_2_SIZE_512_APP,512,134.323,28.6716,145.506,27.5386,,,,,APP,"T:4 (32,2)"
TERMS_4_N_32_ES_2_SIZE_512_NAPP,512,134.729,28.6733,146.073,26.7911,,,,,NAPP,"T:4 (32,2)"
TERMS_4_N_32_ES_2_SIZE_64_APP,64,138.791,134.796,151.034,136.568,156.884,139.41,156.707,138.584,APP,"T:4 (32,2)"
TERMS_4_N_32_ES_2_SIZE_64_NAPP,64,138.886,131.897,151.415,136.328,156.684,139.511,157.016,138.593,NAPP,"T:4 (32,2)"
